No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,>2000 (2 bil)
4838,TENB,Tenable Holdings Inc,Technology,Software - Infrastructure,USA,3672.45,,30.06,0.0104,1465165,Yes
4840,TER,"Teradyne, Inc",Technology,Semiconductor Equipment & Materials,USA,16683.63,36.38,104.88,-0.0192,3358056,Yes
4843,TEVA,Teva- Pharmaceutical Industries Ltd. ADR,Healthcare,Drug Manufacturers - Specialty & Generic,Israel,18360.91,,16.01,0.0191,12371720,Yes
4844,TEX,Terex Corp,Industrials,Farm & Heavy Construction Machinery,USA,3186.85,18.11,48.58,-0.019,691558,Yes
4845,TFC,Truist Financial Corporation,Financial,Banks - Regional,USA,55458.6,11.69,43.01,-0.0094,4541090,Yes
4847,TFII,TFI International Inc,Industrials,Trucking,Canada,7426.97,20.68,89.46,0.0074,309550,Yes
4850,TFPM,Triple Flag Precious Metals Corp,Basic Materials,Other Precious Metals & Mining,Canada,5115.01,1040.76,24.77,0.0127,379864,Yes
4851,TFSL,TFS Financial Corporation,Financial,Banks - Regional,USA,3572.24,43.31,12.72,-0.0109,267457,Yes
4852,TFX,Teleflex Incorporated,Healthcare,Medical Instruments & Supplies,USA,4952.69,26.38,112.07,-0.0242,530399,Yes
4856,TGI,Triumph Group Inc,Industrials,Aerospace & Defense,USA,2021.5,56.54,26.01,0,0,Yes
4857,TGLS,Tecnoglass Inc,Basic Materials,Building Materials,Colombia,3680.61,21.18,78.33,0.0015,402711,Yes
4858,TGNA,TEGNA Inc,Communication Services,Broadcasting,USA,2629.45,5.75,16.36,0,2121468,Yes
4859,TGS,Transportadora de Gas del Sur ADR,Energy,Oil & Gas Integrated,Argentina,2065.14,11.13,29.71,0.0206,523805,Yes
4860,TGT,Target Corp,Consumer Defensive,Discount Stores,USA,47885.62,11.58,105.39,0.0289,6306597,Yes
4861,TGTX,TG Therapeutics Inc,Healthcare,Biotechnology,USA,4397.51,74.02,27.7,-0.0246,2791289,Yes
4863,THC,Tenet Healthcare Corp,Healthcare,Medical Care Facilities,USA,14070.78,10.2,159.26,-0.0064,907060,Yes
4867,THG,Hanover Insurance Group Inc,Financial,Insurance - Property & Casualty,USA,6208.49,11.42,173.56,0.0139,267415,Yes
4870,THO,"Thor Industries, Inc",Consumer Cyclical,Recreational Vehicles,USA,5068.17,22.86,95.26,0.012,497312,Yes
4878,TIGO,Millicom International Cellular S.A,Communication Services,Telecom Services,Luxembourg,6873.67,19.37,39.94,-0.0079,1021771,Yes
4882,TIMB,TIM SA ADR,Communication Services,Telecom Services,Brazil,9535.41,15.08,19.72,0.0046,511687,Yes
4891,TJX,"TJX Companies, Inc",Consumer Cyclical,Apparel Retail,USA,147372.83,31.15,132.1,0.0259,4839543,Yes
4893,TKC,Turkcell Iletisim Hizmetleri A.S. ADR,Communication Services,Telecom Services,Turkey,4959.63,11.72,5.69,-0.0018,304500,Yes
4894,TKO,TKO Group Holdings Inc,Communication Services,Entertainment,USA,30796.17,90.33,155.61,-0.048,2660648,Yes
4895,TKR,Timken Co,Industrials,Tools & Accessories,USA,5123.64,16.73,73.57,-0.0145,550969,Yes
4897,TLN,Talen Energy Corp,Utilities,Utilities - Independent Power Producers,USA,17233.19,39.47,378.67,-0.0146,1210450,Yes
4904,TM,Toyota Motor Corporation ADR,Consumer Cyclical,Auto Manufacturers,Japan,240086.72,7.8,183.99,0.0137,342141,Yes
4906,TMC,TMC the metals company Inc,Basic Materials,Other Industrial Metals & Mining,Canada,2102.86,,5.25,0.0125,8367969,Yes
4909,TMDX,Transmedics Group Inc,Healthcare,Medical Devices,USA,4049.93,61.43,118.8,-0.0552,1171379,Yes
4910,TME,Tencent Music Entertainment Group ADR,Communication Services,Internet Content & Information,China,12611.92,25.9,21.89,0.0158,3865568,Yes
4913,TMHC,Taylor Morrison Home Corp,Consumer Cyclical,Residential Construction,USA,6380.33,7.45,64.55,-0.0036,924213,Yes
4914,TMO,Thermo Fisher Scientific Inc,Healthcare,Diagnostics & Research,USA,169525.19,25.98,448.94,-0.0375,2539468,Yes
4917,TMUS,T-Mobile US Inc,Communication Services,Telecom Services,USA,269222.72,22.56,239.22,0.0012,5160209,Yes
4922,TNET,TriNet Group Inc,Industrials,Staffing & Employment Services,USA,3082.06,21.65,63.43,0.0063,387044,Yes
4925,TNL,Travel+Leisure Co,Consumer Cyclical,Travel Services,USA,3862.77,10.29,59.5,0.003,749723,Yes
4929,TOL,Toll Brothers Inc,Consumer Cyclical,Residential Construction,USA,12358.05,9.34,125.87,-0.0102,1369514,Yes
4934,TOST,Toast Inc,Technology,Software - Infrastructure,USA,26576.98,133.97,45.94,-0.0371,21523770,Yes
4937,TOWN,Townebank Portsmouth VA,Financial,Banks - Regional,USA,2657.4,15.38,35.36,0.0037,204604,Yes
4939,TPC,Tutor Perini Corp,Industrials,Engineering & Construction,USA,2491.77,,47.28,-0.008,613674,Yes
4940,TPG,TPG Inc,Financial,Asset Management,USA,22255.33,,60.22,0.0513,3324376,Yes
4941,TPH,Tri Pointe Homes Inc,Consumer Cyclical,Residential Construction,USA,2892.09,8.42,33.05,-0.0099,965815,Yes
4943,TPL,Texas Pacific Land Corporation,Energy,Oil & Gas E&P,USA,21852.21,47.55,950.62,-0.0085,128134,Yes
4945,TPR,Tapestry Inc,Consumer Cyclical,Luxury Goods,USA,23292.45,29.51,112.15,0.0059,4088211,Yes
4949,TR,"Tootsie Roll Industries, Inc",Consumer Defensive,Confectioners,USA,3218.48,32.25,39.16,0.0142,173815,Yes
4954,TREX,"TREX Co., Inc",Industrials,Building Products & Equipment,USA,6555.23,35.21,61.13,-0.0704,2502628,Yes
4956,TRGP,Targa Resources Corp,Energy,Oil & Gas Midstream,USA,35370.74,29.96,163.05,-0.0035,1696796,Yes
4957,TRI,Thomson-Reuters Corp,Industrials,Specialty Business Services,Canada,81072.89,37.54,179.97,-0.0993,4097554,Yes
4960,TRIP,TripAdvisor Inc,Consumer Cyclical,Travel Services,USA,2157.1,45.2,16.48,0.0154,1694677,Yes
4961,TRMB,Trimble Inc,Technology,Scientific & Technical Instruments,USA,20072.32,71.98,84.13,0.0173,3352384,Yes
4963,TRMK,Trustmark Corp,Financial,Banks - Regional,USA,2225.5,10.37,36.85,-0.0045,182979,Yes
4965,TRN,"Trinity Industries, Inc",Industrials,Railroads,USA,2181.8,23.49,26.99,0.0247,1454589,Yes
4966,TRNO,Terreno Realty Corp,Real Estate,REIT - Industrial,USA,5644.59,27.6,54.63,-0.0153,640372,Yes
4970,TROW,T. Rowe Price Group Inc,Financial,Asset Management,USA,23162.38,11.79,105.42,-0.0022,1332146,Yes
4972,TRP,TC Energy Corporation,Energy,Oil & Gas Midstream,Canada,51735.85,16.98,49.78,0.0178,1713281,Yes
4976,TRU,TransUnion,Financial,Financial Data & Stock Exchanges,USA,17707.32,45.75,90.9,-0.0018,1515029,Yes
4978,TRUP,Trupanion Inc,Financial,Insurance - Property & Casualty,USA,2080.57,,48.63,0.0146,443995,Yes
4979,TRV,Travelers Companies Inc,Financial,Insurance - Property & Casualty,USA,60241.32,11.83,267.58,0.0091,1112735,Yes
4983,TS,Tenaris S.A. ADR,Energy,Oil & Gas Equipment & Services,Luxembourg,18705.47,9.57,35.33,-0.0126,1438356,Yes
4986,TSCO,Tractor Supply Co,Consumer Cyclical,Specialty Retail,USA,31944.73,29.61,60.25,0.008,3831545,Yes
4989,TSEM,Tower Semiconductor Ltd,Technology,Semiconductors,Israel,5460.43,28.09,48.86,-0.0253,820968,Yes
4992,TSLA,Tesla Inc,Consumer Cyclical,Auto Manufacturers,USA,1031853.39,185.26,319.91,0.0362,78523579,Yes
5001,TSLX,Sixth Street Specialty Lending Inc,Financial,Asset Management,USA,2261.77,11.94,24,0.0105,484672,Yes
5004,TSM,Taiwan Semiconductor Manufacturing ADR,Technology,Semiconductors,Taiwan,1199854.72,26.34,231.37,-0.0047,9457183,Yes
5007,TSN,"Tyson Foods, Inc",Consumer Defensive,Farm Products,USA,19555.45,24.92,56.07,0.0234,3465674,Yes
5011,TT,Trane Technologies plc,Industrials,Building Products & Equipment,Ireland,95020.74,33.88,427.03,-0.004,1427295,Yes
5012,TTAM,Titan America SA,Basic Materials,Building Materials,Belgium,2667.72,,14.47,-0.0347,293818,Yes
5013,TTAN,ServiceTitan Inc,Technology,Software - Application,USA,10240.37,,112.94,0.0105,595359,Yes
5014,TTC,Toro Co,Industrials,Tools & Accessories,USA,7336.26,19.04,74.34,-0.003,655908,Yes
5015,TTD,Trade Desk Inc,Communication Services,Advertising Agencies,USA,43800.34,109.55,89.58,0.0214,8653759,Yes
5016,TTE,TotalEnergies SE ADR,Energy,Oil & Gas Integrated,France,132636.25,10.76,60.2,-0.0013,1239662,Yes
5018,TTEK,"Tetra Tech, Inc",Industrials,Engineering & Construction,USA,9793.56,46.2,37.27,-0.0027,3141909,Yes
5021,TTMI,TTM Technologies Inc,Technology,Electronic Components,USA,4464.17,48.49,43.21,-0.0146,2084264,Yes
5024,TTWO,"Take-Two Interactive Software, Inc",Communication Services,Electronic Gaming & Multimedia,USA,41912.78,,227.21,0.0057,1544408,Yes
5025,TU,Telus Corp,Communication Services,Telecom Services,Canada,24232.25,34.68,15.89,0.0063,4286599,Yes
5033,TW,Tradeweb Markets Inc,Financial,Capital Markets,USA,32424.31,52.85,137.13,-0.0243,2142466,Yes
5036,TWLO,Twilio Inc,Technology,Software - Infrastructure,USA,19881.24,,130.22,0.0447,3190769,Yes
5040,TX,Ternium S.A. ADR,Basic Materials,Steel,Luxembourg,6109.17,,31.12,0.0042,154063,Yes
5043,TXN,Texas Instruments Inc,Technology,Semiconductors,USA,169017.7,33.98,185.91,0.0028,7088963,Yes
5044,TXNM,TXNM Energy Inc,Utilities,Utilities - Regulated Electric,USA,6012.93,29.38,57.06,0.004,1288886,Yes
5046,TXRH,Texas Roadhouse Inc,Consumer Cyclical,Restaurants,USA,12232.74,28.43,184.39,0.0119,734745,Yes
5047,TXT,Textron Inc,Industrials,Aerospace & Defense,USA,13805.57,17.53,77.47,-0.0096,1276535,Yes
5049,TYL,"Tyler Technologies, Inc",Technology,Software - Application,USA,26465.85,87.48,611.76,0.0051,407430,Yes
5055,U,Unity Software Inc,Technology,Software - Application,USA,13268.97,,31.92,-0.0595,46063560,Yes
5056,UA,Under Armour Inc,Consumer Cyclical,Apparel Manufacturing,USA,2799.77,,6.37,0.0063,1996385,Yes
5057,UAA,Under Armour Inc,Consumer Cyclical,Apparel Manufacturing,USA,2790.48,,6.73,0.003,4269151,Yes
5058,UAL,United Airlines Holdings Inc,Industrials,Airlines,USA,28770.08,8.9,88.87,0.0138,4046558,Yes
5061,UBER,Uber Technologies Inc,Technology,Software - Application,USA,186574.04,15.14,89.22,-0.0019,40169819,Yes
5066,UBS,UBS Group AG,Financial,Banks - Diversified,Switzerland,120555.23,20.14,38.04,0.0133,1850682,Yes
5067,UBSI,"United Bankshares, Inc",Financial,Banks - Regional,USA,5060.16,12.58,35.62,-0.0045,494156,Yes
5069,UCB,United Community Banks Inc,Financial,Banks - Regional,USA,3630.4,13.58,29.88,-0.0083,547397,Yes
5077,UDR,UDR Inc,Real Estate,REIT - Residential,USA,12700.53,99.97,38.33,-0.0057,2054093,Yes
5078,UE,Urban Edge Properties,Real Estate,REIT - Retail,USA,2628.18,23.87,19.85,0.0005,1188425,Yes
5079,UEC,Uranium Energy Corp,Energy,Uranium,USA,4336.85,,9.76,0.0274,13273892,Yes
5084,UFPI,UFP Industries Inc,Basic Materials,Lumber & Wood Production,USA,5992.98,17.38,99.23,-0.0037,327638,Yes
5088,UGI,UGI Corp,Utilities,Utilities - Regulated Gas,USA,7756.34,14.9,36.17,-0.005,1422688,Yes
5090,UGP,Ultrapar Participacoes S.A. ADR,Energy,Oil & Gas Refining & Marketing,Brazil,3344.09,8.64,3.11,0.0163,1975386,Yes
5092,UHAL,U-Haul Holding Company,Industrials,Rental & Leasing Services,USA,9997.38,33.52,56.72,-0.0124,141801,Yes
5093,UHAL-B,U-Haul Holding Company,Industrials,Rental & Leasing Services,USA,10239.67,30.48,51.57,0.0116,369373,Yes
5094,UHS,"Universal Health Services, Inc",Healthcare,Medical Care Facilities,USA,10532.67,8.61,163.48,-0.0074,715922,Yes
5097,UL,Unilever plc ADR,Consumer Defensive,Household & Personal Products,United Kingdom,149096.39,24.97,60.81,0.0113,2928556,Yes
5100,ULS,UL Solutions Inc,Industrials,Specialty Business Services,USA,13118.65,40.32,65.43,0.0124,1854892,Yes
5101,ULTA,Ulta Beauty Inc,Consumer Cyclical,Specialty Retail,USA,23200.47,20.16,516.19,0.0118,502327,Yes
5104,UMBF,UMB Financial Corp,Financial,Banks - Regional,USA,8352.3,12.63,110,-0.0113,468404,Yes
5105,UMC,United Micro Electronics ADR,Technology,Semiconductors,Taiwan,16926.16,13.77,6.74,-0.0103,3643477,Yes
5108,UNF,Unifirst Corp,Industrials,Specialty Business Services,USA,3075.19,21.18,172.43,0.0033,68256,Yes
5111,UNH,Unitedhealth Group Inc,Healthcare,Healthcare Plans,USA,222956.98,10.65,245.78,-0.0208,12946447,Yes
5115,UNM,Unum Group,Financial,Insurance - Life,USA,12005.38,8.44,70.49,0.0069,1106376,Yes
5116,UNP,Union Pacific Corp,Industrials,Railroads,USA,133706.75,19.58,225.46,0.0112,3135691,Yes
5126,UPS,"United Parcel Service, Inc",Industrials,Integrated Freight & Logistics,USA,73036.31,12.82,86.25,-0.0061,6331573,Yes
5127,UPST,Upstart Holdings Inc,Financial,Credit Services,USA,6388.03,,67.14,-0.1874,23741751,Yes
5134,URBN,"Urban Outfitters, Inc",Consumer Cyclical,Apparel Retail,USA,7152.55,16.72,79.79,0.0254,1017462,Yes
5137,URI,"United Rentals, Inc",Industrials,Rental & Leasing Services,USA,55414.52,22.28,861.26,-0.0067,436014,Yes
5143,USAC,USA Compression Partners LP,Energy,Oil & Gas Equipment & Services,USA,2803.17,35.93,23.84,0.0197,153079,Yes
5147,USB,U.S. Bancorp,Financial,Banks - Regional,USA,69237.52,10.64,44.44,-0.0027,5854668,Yes
5151,USFD,US Foods Holding Corp,Consumer Defensive,Food Distribution,USA,19590.72,38.91,84.68,0.0274,3523113,Yes
5158,USLM,United States Lime & Minerals Inc,Basic Materials,Building Materials,USA,3054.98,24.46,106.67,-0.0003,114728,Yes
5159,USM,Array Digital Infrastructure Inc,Communication Services,Telecom Services,USA,6289.18,,73.97,0.0179,445151,Yes
5173,UTHR,United Therapeutics Corp,Healthcare,Drug Manufacturers - Specialty & Generic,USA,13676.88,11.81,302.41,-0.0079,540914,Yes
5182,UUUU,Energy Fuels Inc,Energy,Uranium,USA,2097.36,,9.68,-0.0242,11459804,Yes
5189,UWMC,UWM Holdings Corporation,Financial,Mortgage Finance,USA,6748.62,,4.22,-0.0299,7063865,Yes
5194,V,Visa Inc,Financial,Credit Services,USA,654543.36,33.54,339.74,0.0068,5944108,Yes
5195,VAC,Marriott Vacations Worldwide Corp,Consumer Cyclical,Resorts & Casinos,USA,2492.75,10.86,72.18,-0.011,492310,Yes
5196,VAL,Valaris Ltd,Energy,Oil & Gas Equipment & Services,Bermuda,3429.64,12.54,48.16,0.0082,1424025,Yes
5197,VALE,Vale S.A. ADR,Basic Materials,Other Industrial Metals & Mining,Brazil,42047.48,8.19,9.85,-0.002,23122890,Yes
5206,VC,Visteon Corp,Consumer Cyclical,Auto Parts,USA,3101.59,10.84,113.71,-0.0004,281009,Yes
5214,VCTR,Victory Capital Holdings Inc,Financial,Asset Management,USA,4652.08,15.39,69.19,-0.0007,561551,Yes
5220,VEEV,Veeva Systems Inc,Healthcare,Health Information Services,USA,46188.47,59.89,282.65,0.0042,778645,Yes
5224,VEON,VEON Ltd ADR,Communication Services,Telecom Services,United Arab Emirates,3669.73,8.02,52.35,0.0789,236043,Yes
5230,VERX,Vertex Inc,Technology,Software - Application,USA,4294.98,,27.1,-0.1805,8876291,Yes
5233,VFC,VF Corp,Consumer Cyclical,Apparel Manufacturing,USA,4788.96,56.45,12.26,0.0174,9083061,Yes
5240,VFS,VinFast Auto Ltd,Consumer Cyclical,Auto Manufacturers,Vietnam,8256.01,,3.53,-0.0084,329930,Yes
5242,VG,Venture Global Inc,Energy,Oil & Gas Midstream,USA,34676.61,,14.33,-0.0298,8413231,Yes
5250,VIAV,Viavi Solutions Inc,Technology,Communication Equipment,USA,2241.29,478.1,10.04,0.0101,1896192,Yes
5252,VICI,VICI Properties Inc,Real Estate,REIT - Diversified,USA,35200.86,12.63,33.01,-0.0152,6687060,Yes
5253,VICR,Vicor Corp,Technology,Electronic Components,USA,2072.12,31.78,46.13,-0.0166,544001,Yes
5256,VIK,Viking Holdings Ltd,Consumer Cyclical,Travel Services,Bermuda,25459.45,46.64,57.45,-0.0131,2460190,Yes
5260,VIPS,Vipshop Holdings Ltd ADR,Consumer Cyclical,Internet Retail,China,6646.19,7.94,15.26,-0.0059,1313059,Yes
5263,VIRT,Virtu Financial Inc,Financial,Capital Markets,USA,6489.09,9.64,42.45,-0.0103,764130,Yes
5265,VIST,Vista Energy S.A.B. de C.V ADR,Energy,Oil & Gas E&P,Mexico,4343.02,8.17,45.62,0.0151,718647,Yes
5267,VIV,"Telefonica Brasil S.A., ADR",Communication Services,Telecom Services,Brazil,19118.88,19.1,11.98,0.031,954993,Yes
5270,VKTX,Viking Therapeutics Inc,Healthcare,Biotechnology,USA,3584.74,,31.88,-0.0632,3622003,Yes
5272,VLO,Valero Energy Corp,Energy,Oil & Gas Refining & Marketing,USA,41459.59,55.34,133.46,-0.0246,2764160,Yes
5274,VLTO,Veralto Corp,Industrials,Pollution & Treatment Controls,USA,26672.33,30.1,107.48,0.0086,1081784,Yes
5277,VLY,Valley National Bancorp,Financial,Banks - Regional,USA,5160.74,11.86,9.21,-0.0097,4564332,Yes
5279,VMC,Vulcan Materials Co,Basic Materials,Building Materials,USA,37204.84,39.36,281.59,-0.0056,785507,Yes
5282,VMI,"Valmont Industries, Inc",Industrials,Conglomerates,USA,7269.09,34.28,368.27,0.0024,138773,Yes
5284,VNET,VNET Group Inc ADR,Technology,Information Technology Services,China,2113.84,136.22,8.01,0.023,2509510,Yes
5286,VNO,Vornado Realty Trust,Real Estate,REIT - Office,USA,7886.53,9.35,37.78,0.0189,2175573,Yes
5287,VNOM,Viper Energy Inc,Energy,Oil & Gas Midstream,USA,11056.3,11.08,38.32,0.0235,3879753,Yes
5291,VNT,Vontier Corporation,Technology,Scientific & Technical Instruments,USA,5948.68,15.45,40.55,-0.0158,1188967,Yes
5294,VOD,Vodafone Group plc ADR,Communication Services,Telecom Services,United Kingdom,27413.91,,11.3,0.018,7433956,Yes
5305,VOYA,Voya Financial Inc,Financial,Financial Conglomerates,USA,7046.79,14.67,73.18,0.077,1749650,Yes
5306,VOYG,Voyager Technologies Inc,Industrials,Aerospace & Defense,USA,2059.41,,35.41,0.0366,1503046,Yes
5316,VRNA,Verona Pharma Plc ADR,Healthcare,Biotechnology,United Kingdom,8971.85,,105.39,-0.0001,1865537,Yes
5317,VRNS,Varonis Systems Inc,Technology,Software - Infrastructure,USA,6243.27,,55.72,0.0114,1074254,Yes
5320,VRRM,Verra Mobility Corp,Technology,Information Technology Services,USA,3979.34,123.81,24.96,-0.0072,1159344,Yes
5321,VRSK,Verisk Analytics Inc,Industrials,Consulting Services,USA,37021.68,40.87,264.98,0.001,874462,Yes
5322,VRSN,Verisign Inc,Technology,Software - Infrastructure,USA,25521.1,32.61,273.22,0.0186,895288,Yes
5323,VRT,Vertiv Holdings Co,Industrials,Electrical Equipment & Parts,USA,53365.87,66.76,139.75,0.0071,4079323,Yes
5325,VRTX,"Vertex Pharmaceuticals, Inc",Healthcare,Biotechnology,USA,99033.83,27.57,385.65,0.0285,4726577,Yes
5326,VSAT,"Viasat, Inc",Technology,Communication Equipment,USA,3734.94,,27.82,0.3067,17825700,Yes
5329,VSEC,VSE Corp,Industrials,Aerospace & Defense,USA,3229.44,89.4,156.19,-0.0144,207554,Yes
5333,VST,Vistra Corp,Utilities,Utilities - Independent Power Producers,USA,68154.83,31.5,200.85,-0.0417,7360617,Yes
5349,VTR,Ventas Inc,Real Estate,REIT - Healthcare Facilities,USA,31919.03,158.38,68.5,-0.0033,2346928,Yes
5350,VTRS,Viatris Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,10269.71,,8.75,-0.0256,9372689,Yes
5363,VVV,Valvoline Inc,Consumer Cyclical,Auto & Truck Dealerships,USA,4818.81,17.64,37.91,0.0458,3074185,Yes
5375,VZ,Verizon Communications Inc,Communication Services,Telecom Services,USA,178561.37,9.84,42.35,-0.0075,17812000,Yes
5376,W,Wayfair Inc,Consumer Cyclical,Internet Retail,USA,9839.23,,76.68,0.0407,4719246,Yes
5377,WAB,Westinghouse Air Brake Technologies Corp,Industrials,Railroads,USA,32199.03,28.11,188.35,-0.0029,1263908,Yes
5379,WAFD,WaFd Inc,Financial,Banks - Regional,USA,2358.25,11.23,29.42,-0.0101,439547,Yes
5380,WAL,Western Alliance Bancorp,Financial,Banks - Regional,USA,8581.17,10.22,77.75,-0.0133,917848,Yes
5383,WAT,Waters Corp,Healthcare,Diagnostics & Research,USA,16531.04,25.04,277.72,-0.0123,942703,Yes
5384,WAY,Waystar Holding Corp,Healthcare,Health Information Services,USA,5922.38,71.35,33.99,-0.0241,2503113,Yes
5386,WBA,Walgreens Boots Alliance Inc,Healthcare,Pharmaceutical Retailers,USA,10239.58,,11.83,0.012,8780917,Yes
5387,WBD,Warner Bros. Discovery Inc,Communication Services,Entertainment,USA,31643.41,,12.79,0.0055,48742815,Yes
5388,WBS,Webster Financial Corp,Financial,Banks - Regional,USA,9451.11,11.41,56.18,-0.0085,1358755,Yes
5392,WCC,"Wesco International, Inc",Industrials,Industrial Distribution,USA,10037.17,16.15,206.26,-0.0023,477354,Yes
5394,WCN,Waste Connections Inc,Industrials,Waste Management,Canada,48368.31,75.61,187.86,0.0056,772783,Yes
5395,WD,Walker & Dunlop Inc,Financial,Mortgage Finance,USA,2564.92,25.88,75.48,-0.0087,261123,Yes
5396,WDAY,Workday Inc,Technology,Software - Application,USA,61164.36,126.49,229.08,0.0182,2317446,Yes
5397,WDC,Western Digital Corp,Technology,Computer Hardware,USA,25740.25,14.54,73.78,-0.0272,7647042,Yes
5398,WDFC,WD-40 Co,Basic Materials,Specialty Chemicals,USA,2968.93,34.51,219.37,0.0106,101693,Yes
5401,WDS,Woodside Energy Group Ltd ADR,Energy,Oil & Gas E&P,Australia,32776.14,9.27,17.29,0.0046,511844,Yes
5407,WEC,WEC Energy Group Inc,Utilities,Utilities - Regulated Electric,USA,35318.4,21.03,109.73,-0.0025,1745667,Yes
5409,WELL,Welltower Inc,Real Estate,REIT - Healthcare Facilities,USA,112855.79,139.57,168.96,-0.0043,3106376,Yes
5412,WES,Western Midstream Partners LP,Energy,Oil & Gas Midstream,USA,15378.93,12.06,40.33,0.0138,1172736,Yes
5414,WEX,WEX Inc,Technology,Software - Infrastructure,USA,5891.75,21.73,171.95,0.0088,407557,Yes
5415,WFC,Wells Fargo & Co,Financial,Banks - Diversified,USA,252557.11,13.31,77.61,-0.0045,14157025,Yes
5416,WFG,"West Fraser Timber Co., Ltd",Basic Materials,Lumber & Wood Production,Canada,5678.85,,72.03,0.004,193955,Yes
5418,WFRD,Weatherford International plc,Energy,Oil & Gas Equipment & Services,USA,3968.17,8.49,55.24,-0.041,814753,Yes
5421,WGS,GeneDx Holdings Corp,Healthcare,Diagnostics & Research,USA,3040.67,5660.43,105.85,-0.0075,736956,Yes
5422,WH,Wyndham Hotels & Resorts Inc,Consumer Cyclical,Lodging,USA,6526.17,20.04,85.47,0.0055,882026,Yes
5423,WHD,Cactus Inc,Energy,Oil & Gas Equipment & Services,USA,3163.04,14.92,39.62,-0.0203,504485,Yes
5426,WHR,Whirlpool Corp,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,4634.76,,82.92,-0.019,1111654,Yes
5429,WING,Wingstop Inc,Consumer Cyclical,Restaurants,USA,9380.99,56.14,335.95,-0.0077,641913,Yes
5432,WIT,Wipro Ltd. ADR,Technology,Information Technology Services,India,27643.18,19.92,2.64,-0.0149,9068759,Yes
